country,year,iso_code,population,gdp,co2,co2_per_capita,co2_including_luc,co2_per_gdp,coal_co2,gas_co2,oil_co2,cement_co2,land_use_change_co2,land_use_change_co2_per_capita,cumulative_co2,cumulative_luc_co2,total_ghg,total_ghg_excluding_lucf,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,primary_energy_consumption,share_global_co2,share_global_luc_co2,temperature_change_from_co2,temperature_change_from_ghg,Forest area (sq. km),Agricultural land (sq. km),Arable land (hectares),global_fossil_total_mtc,global_solid_fuel_mtc,global_liquid_fuel_mtc
India,1978,IND,655728226.0,997920000000.0,263.15,0.401,531.022,0.264,174.689,2.741,75.317,8.421,267.872,0.409,6192.757,35346.141,1107.327,407.441,533.68,0.814,102.438,0.156,1120.973,1.383,4.081,0.012,0.031,,1805920.0,163239000.0,5189,1775,2491.0
India,1979,IND,671155746.0,947528000000.0,276.285,0.412,463.032,0.292,180.623,3.03,82.664,7.752,186.747,0.278,6469.042,35532.891,1084.193,423.042,538.597,0.802,104.458,0.156,1182.959,1.416,3.189,0.013,0.031,,1805800.0,163444000.0,5321,1855,2516.0
India,1980,IND,687354029.0,1015105000000.0,291.714,0.424,492.45,0.287,197.34,2.488,83.176,7.545,200.736,0.292,6760.756,35733.625,1116.052,441.702,549.422,0.799,106.621,0.155,1218.599,1.503,3.345,0.013,0.032,,1802720.0,162854000.0,5294,1905,2431.0
India,1981,IND,703696251.0,1077444000000.0,314.969,0.448,550.137,0.292,210.308,2.884,89.713,8.888,235.168,0.334,7075.725,35968.793,1180.15,473.408,563.146,0.8,111.978,0.159,1349.285,1.668,4.029,0.013,0.033,,1804010.0,162912000.0,5149,1894,2314.0
India,1982,IND,720313473.0,1111560000000.0,325.383,0.452,484.772,0.293,213.126,4.36,94.407,9.676,159.389,0.221,7401.108,36128.184,1157.605,487.8,567.532,0.788,112.848,0.157,1336.049,1.737,2.881,0.013,0.033,,1807710.0,163246000.0,5108,1927,2257.0
India,1983,IND,737372683.0,1202349000000.0,352.205,0.478,688.35,0.293,232.525,5.243,99.17,10.951,336.145,0.456,7753.313,36464.328,1299.55,520.873,587.0,0.796,120.202,0.163,1405.05,1.863,5.756,0.014,0.034,,1804620.0,162732000.0,5155,1983,2240.0
India,1984,IND,754875449.0,1248910000000.0,361.569,0.479,566.465,0.29,231.501,6.17,106.106,12.593,204.896,0.271,8114.882,36669.223,1259.243,535.071,596.245,0.79,125.762,0.167,1500.919,1.858,3.189,0.014,0.034,,1814520.0,163618000.0,5307,2069,2247.0
India,1985,IND,772647800.0,1298600000000.0,397.601,0.515,569.399,0.306,253.298,7.2,116.76,14.39,171.798,0.222,8512.483,36841.02,1287.643,574.484,603.272,0.781,128.445,0.166,1584.263,1.974,2.531,0.014,0.035,,1813400.0,163540000.0,5494,2221,2249.0
India,1986,IND,790689977.0,1353105000000.0,426.318,0.539,639.579,0.315,273.18,10.31,121.857,16.006,213.261,0.27,8938.801,37054.285,1362.668,617.684,622.089,0.787,134.928,0.171,1695.591,2.086,3.071,0.014,0.036,,1811920.0,163409000.0,5574,2253,2316.0
India,1987,IND,808931268.0,1412884000000.0,455.355,0.563,599.055,0.322,291.868,12.776,127.671,16.412,143.7,0.178,9394.155,37197.984,1354.345,656.67,625.961,0.774,131.214,0.162,1802.854,2.157,2.211,0.015,0.036,,1815430.0,163205000.0,5756,2332,2340.0
India,1988,IND,827342994.0,1560090000000.0,491.7,0.594,731.148,0.315,317.181,15.205,133.614,18.229,239.447,0.289,9885.855,37437.426,1474.339,706.886,651.716,0.788,142.239,0.172,1962.302,2.243,3.889,0.015,0.037,,1810910.0,162868000.0,5978,2410,2424.0
India,1989,IND,846039528.0,1663728000000.0,540.662,0.639,723.039,0.325,339.636,18.518,150.714,20.791,182.377,0.216,10426.518,37619.805,1514.593,766.843,666.683,0.788,144.925,0.171,2143.414,2.435,3.049,0.015,0.038,,1815010.0,163476000.0,6055,2408,2465.0
India,1990,IND,864972221.0,1750993000000.0,577.987,0.668,763.268,0.33,366.504,21.097,158.167,22.348,185.282,0.214,11004.504,37805.09,1526.914,768.946,636.163,0.735,147.914,0.171,2300.701,2.543,3.179,0.016,0.039,639380.0,1814130.0,163459000.0,6200,2362,2508.0
India,1991,IND,883927605.0,1768493598375.0,615.388,0.696,764.377,0.348,393.066,23.563,166.423,24.503,148.989,0.169,11619.894,37954.078,1561.427,811.302,643.841,0.728,152.574,0.173,2427.663,2.652,2.605,0.016,0.04,643033.0,1815860.0,163182000.0,6329,2338,2634.0
India,1992,IND,902957075.0,1851711465033.0,655.424,0.726,839.244,0.354,411.39,27.257,188.056,25.156,183.82,0.204,12275.316,38137.898,1632.941,854.531,649.039,0.719,156.969,0.174,2552.772,2.91,3.08,0.016,0.04,646686.0,1813050.0,162706000.0,6142,2280,2497.0
India,1993,IND,922118380.0,1944353884791.0,677.262,0.734,825.363,0.348,433.085,26.996,186.878,26.602,148.101,0.161,12952.578,38286.0,1638.294,872.375,647.945,0.703,160.823,0.174,2616.248,2.977,2.583,0.017,0.041,650339.0,1813820.0,162586000.0,6205,2310,2502.0
India,1994,IND,941163772.0,2055026658036.0,714.043,0.759,844.836,0.347,455.699,28.997,198.955,28.54,130.793,0.139,13666.621,38416.793,1675.792,912.834,653.566,0.694,166.668,0.177,2757.121,3.108,1.961,0.017,0.042,653992.0,1812910.0,162525000.0,6266,2322,2508.0
India,1995,IND,960301046.0,2189535837458.0,760.48,0.792,865.059,0.347,471.741,39.051,216.281,31.104,104.579,0.109,14427.102,38521.371,1712.603,966.838,661.917,0.689,170.235,0.177,2963.118,3.234,1.666,0.017,0.043,657645.0,1809450.0,161911000.0,6414,2389,2532.0
India,1996,IND,979678460.0,2345228680352.0,823.602,0.841,1004.1,0.351,504.479,39.747,243.161,34.079,180.498,0.184,15250.703,38701.867,1817.629,1034.173,668.736,0.683,175.108,0.179,3081.631,3.399,2.759,0.018,0.044,661298.0,1805890.0,161025000.0,6609,2448,2608.0
India,1997,IND,999133764.0,2426804815330.0,857.976,0.859,975.465,0.354,527.685,46.024,244.203,37.418,117.489,0.118,16108.679,38819.355,1831.317,1075.385,676.001,0.677,179.75,0.18,3252.01,3.519,1.465,0.018,0.045,664951.0,1809810.0,161601000.0,6649,2435,2646.0
India,1998,IND,1018665080.0,2567853125008.0,875.783,0.86,994.966,0.341,524.136,47.595,262.892,39.026,119.182,0.117,16984.463,38938.539,1855.813,1093.294,679.577,0.667,183.609,0.18,3449.497,3.605,1.755,0.019,0.046,668604.0,1808740.0,161409000.0,6626,2370,2679.0
India,1999,IND,1038225822.0,2710353015518.0,961.194,0.926,1057.837,0.355,560.465,52.619,301.469,44.592,96.643,0.093,17945.658,39035.184,1939.573,1183.08,684.029,0.659,187.064,0.18,3546.363,3.87,1.473,0.019,0.047,672257.0,1810210.0,160975000.0,6774,2402,2745.0
India,2000,IND,1057922731.0,2804478499774.0,987.065,0.933,1191.022,0.352,572.903,52.791,313.441,45.957,203.957,0.193,18932.721,39239.141,2005.885,1212.075,685.316,0.648,183.787,0.174,3725.401,3.869,3.319,0.02,0.047,675910.0,1809750.0,160930000.0,6958,2497,2785.0
India,2001,IND,1077898579.0,2940745466088.0,1001.198,0.929,1161.141,0.34,582.111,53.128,317.363,46.74,159.942,0.148,19933.92,39399.082,2000.273,1228.616,689.962,0.64,186.588,0.173,3740.874,3.897,2.929,0.02,0.048,677815.0,1804870.0,160325000.0,7007,2511,2805.0
India,2002,IND,1097600380.0,3024984520809.0,1032.75,0.941,1135.788,0.341,598.539,57.609,325.889,49.111,103.038,0.094,20966.67,39502.117,1994.045,1263.51,683.408,0.623,180.288,0.164,3870.809,3.932,1.691,0.021,0.049,679720.0,1805600.0,160432000.0,7163,2626,2801.0
India,2003,IND,1116803000.0,3251114494190.0,1068.398,0.957,1197.958,0.329,625.833,58.565,331.333,50.88,129.56,0.116,22035.068,39631.68,2059.556,1305.699,695.315,0.623,186.553,0.167,4008.71,3.864,1.77,0.021,0.05,681625.0,1802490.0,159799000.0,7542,2855,2875.0
India,2004,IND,1135991509.0,3495022816540.0,1134.611,0.999,1226.742,0.325,669.993,58.316,348.992,55.545,92.131,0.081,23169.68,39723.812,2129.202,1378.99,705.392,0.621,193.083,0.17,4352.651,3.966,1.43,0.022,0.051,683530.0,1803750.0,159681000.0,7803,2949,2979.0
India,2005,IND,1154676321.0,3752627653422.0,1195.393,1.035,1260.411,0.319,721.496,59.357,353.15,59.687,65.017,0.056,24365.072,39788.828,2205.413,1445.262,721.894,0.625,201.701,0.175,4608.417,4.039,1.096,0.022,0.052,685435.0,1801260.0,159444000.0,8072,3136,3008.0
India,2006,IND,1172878888.0,4069856052453.0,1293.321,1.103,1353.412,0.318,773.551,82.58,370.544,64.905,60.091,0.051,25658.395,39848.918,2324.594,1549.979,733.283,0.625,211.708,0.181,4854.867,4.227,0.996,0.023,0.053,687340.0,1799060.0,158662000.0,8344,3310,3039.0
India,2007,IND,1190676028.0,4403215224414.0,1393.485,1.17,1510.536,0.316,842.536,87.956,392.818,68.333,117.051,0.098,27051.879,39965.969,2485.674,1660.112,749.827,0.63,222.493,0.187,5268.96,4.424,2.093,0.024,0.054,689245.0,1796200.0,158022000.0,8591,3470,3050.0
India,2008,IND,1207930960.0,4649548164533.0,1490.366,1.234,1669.693,0.321,910.753,90.277,414.204,73.245,179.327,0.148,28542.244,40145.297,2641.331,1768.282,764.115,0.633,227.304,0.188,5576.529,4.65,3.013,0.024,0.055,691150.0,1797570.0,157995000.0,8741,3586,3039.0
India,2009,IND,1225524764.0,4993478894185.0,1613.328,1.316,1725.534,0.323,983.947,112.463,433.771,81.268,112.206,0.092,30155.572,40257.504,2738.05,1903.149,762.322,0.622,233.941,0.191,5988.39,5.12,1.717,0.025,0.057,693055.0,1800680.0,157924000.0,8594,3546,2973.0
India,2010,IND,1243481565.0,5361371354007.0,1678.53,1.35,1829.901,0.313,1015.983,134.121,440.692,86.029,151.371,0.122,31834.104,40408.875,2848.131,1973.835,769.342,0.619,242.128,0.195,6247.89,5.038,2.322,0.026,0.058,694960.0,1795730.0,157009000.0,9087,3796,3069.0
India,2011,IND,1261224956.0,5720692888000.0,1765.695,1.4,1895.794,0.309,1074.385,135.977,461.37,91.314,130.099,0.103,33599.797,40538.973,2950.343,2072.287,781.037,0.619,251.811,0.2,6587.01,5.121,2.035,0.027,0.059,697624.0,1796700.0,156979000.0,9404,4010,3085.0
India,2012,IND,1278674501.0,6052427493607.0,1926.986,1.507,2117.962,0.318,1206.452,125.558,491.148,100.237,190.976,0.149,35526.781,40729.949,3164.01,2245.158,783.911,0.613,254.287,0.199,6937.768,5.513,2.858,0.028,0.061,700288.0,1796420.0,156546000.0,9533,4055,3118.0
India,2013,IND,1295829507.0,6424470752490.0,1995.337,1.54,2256.901,0.311,1276.383,109.554,498.314,107.82,261.564,0.202,37522.121,40991.516,3124.772,2286.255,758.221,0.585,255.623,0.197,7163.062,5.656,4.139,0.029,0.062,702952.0,1796980.0,156442000.0,9621,4078,3141.0
India,2014,IND,1312277184.0,6875186158349.0,2148.052,1.637,2276.748,0.312,1407.057,107.801,513.84,115.825,128.696,0.098,39670.172,41120.211,3216.867,2449.302,765.858,0.584,259.789,0.198,7652.732,6.057,2.008,0.03,0.063,705616.0,1797280.0,156463000.0,9672,4095,3153.0
India,2015,IND,1328024494.0,7391521519812.0,2231.817,1.681,2408.592,0.302,1449.587,103.062,557.523,117.508,176.774,0.133,41901.988,41296.98,3290.423,2539.29,773.451,0.582,263.334,0.198,7892.49,6.304,2.714,0.031,0.065,708280.0,1796750.0,156413000.0,9656,3997,3210.0
India,2016,IND,1343944296.0,8057465593010.0,2352.54,1.75,2522.288,0.292,1499.401,109.989,616.112,123.281,169.747,0.126,44254.531,41466.734,3365.011,2663.638,781.626,0.582,262.254,0.195,8262.856,6.647,3.157,0.032,0.066,710940.0,1795780.0,156317000.0,9653,3906,3246.0
India,2017,IND,1359657398.0,8550029645172.0,2425.722,1.784,2537.583,0.284,1551.256,116.479,634.116,121.047,111.862,0.082,46680.254,41578.594,3415.989,2741.299,786.601,0.579,267.236,0.197,8571.671,6.743,2.108,0.033,0.068,713610.0,1792360.0,155895000.0,9811,3953,3296.0
India,2018,IND,1374659067.0,9173201683791.0,2595.227,1.888,2744.969,0.283,1668.318,126.74,658.715,138.965,149.742,0.109,49275.477,41728.336,3616.201,2923.173,800.125,0.582,275.219,0.2,9063.36,7.065,3.067,0.034,0.069,716270.0,1791160.0,155478000.0,10018,4026,3312.0
India,2019,IND,1389030307.0,9595463242427.0,2611.175,1.88,2706.537,0.272,1661.94,125.233,677.884,143.664,95.363,0.069,51886.652,41823.699,3613.001,2937.495,800.179,0.576,282.638,0.203,9281.595,7.041,1.951,0.035,0.071,718940.0,1790450.0,155369000.0,10115,4010,3362.0
India,2020,IND,1402617694.0,8945313249462.0,2422.732,1.727,2502.404,0.271,1561.799,127.684,607.535,122.908,79.672,0.057,54309.387,41903.371,3436.429,2742.09,807.835,0.576,289.398,0.206,8792.22,6.891,1.764,0.036,0.073,721600.0,1785280.0,154422600.0,9589,3891,2982.0
India,2021,IND,1414203896.0,9801621018003.0,2675.778,1.892,2738.219,0.273,1767.297,133.192,623.485,149.033,62.441,0.044,56985.164,41965.809,3697.615,3013.546,821.053,0.581,290.389,0.205,9544.969,7.258,1.341,0.037,0.074,724260.0,1785423.333,154163966.7,10055,4083,3140.0
India,2022,IND,1425423209.0,10476248645535.0,2831.132,1.986,2871.055,0.27,1855.854,124.009,684.014,164.331,39.923,0.028,59816.297,42005.734,3869.995,3185.276,835.674,0.586,298.332,0.209,10059.478,7.544,0.834,0.039,0.076,726930.0,1785566.667,154027533.3,10235,4213,3250.0
India,2023,IND,1438069597.0,,3062.756,2.13,3084.633,,2032.048,132.42,718.183,177.239,21.876,0.015,62879.051,42027.609,4121.424,3431.968,847.637,0.589,305.944,0.213,10827.859,8.04,0.461,0.04,0.078,729592.0,1785710.0,153868700.0,10389,4264,3349.0
India,2024,IND,1450935785.0,,3193.478,2.201,3201.024,,2108.033,149.352,747.333,185.97,7.546,0.005,66072.531,42035.156,4262.411,3571.002,859.294,0.592,310.004,0.214,11336.057,8.274,0.165,0.041,0.08,,,,10527,4311,3401.0
